Time t / s,Voltage U_1 / V
2.318,4.0345965
2.32,4.5645435
2.322,5.109489
2.324,4.329567
2.326,2.3047695
2.328,0.6449355
2.33,0.039996
2.332,0.7549245
2.334,2.7147285
2.336,4.2645735
2.338,5.109489
2.34,4.929507
2.342,4.039596
2.344,3.9846015
2.346,4.249575
2.348,5.019498
2.35,5.3744625
2.352,3.549645
2.354,1.3348665
2.356,0.0449955
2.358,0.089991
2.36,0.009999
2.362,0.49995
2.364,2.929707
2.366,4.429557
2.368,4.2245775
2.37,2.9047095
2.372,1.3048695
2.374,1.9948005
2.376,2.7047295
2.378,2.5547445
2.38,1.419858
2.382,0.4449555
2.384,0.019998
2.386,1.2248775
2.388,3.4946505
2.39,0.949905
2.392,0.1649835
2.394,3.69963
2.396,4.639536
2.398,2.4747525
2.4,4.589541
2.402,5.4344565
2.404,4.9045095
2.406,2.3447655
2.408,0.0149985
2.41,0.0249975
2.412,0.0149985
2.414,0.149985
2.416,2.209779
2.418,5.429457
2.42,5.1344865
2.422,4.3545645
2.424,3.1646835
2.426,4.0545945
2.428,4.479552
2.43,4.0045995
2.432,2.3447655
2.434,0.469953
2.436,0.079992
2.438,0.2849715
2.44,0.0549945
2.442,5.1044895
2.444,5.6044395
2.446,5.1744825
2.448,4.959504
2.45,4.349565
2.452,5.0244975
2.454,5.7144285
2.456,4.39956
2.458,1.6848315
2.46,0.019998
2.462,0.1849815
2.464,1.739826
2.466,2.5947405
2.468,2.529747
2.47,5.59944
2.472,5.1244875
2.474,4.6845315
2.476,5.0144985
2.478,5.769423
2.48,4.7545245
2.482,2.2347765
2.484,0.379962
2.486,0.0249975
2.488,0.009999
2.49,0.029997
2.492,5.79942
2.494,5.629437
2.496,5.7344265
2.498,4.6145385
2.5,5.2144785
2.502,6.019398
2.504,4.339566
2.506,0.0449955
2.508,0.0249975
2.51,0.009999
2.512,0.0449955
2.514,2.4947505
2.516,6.1643835
2.518,4.6345365
2.52,3.9646035
2.522,4.679532
2.524,2.009799
2.526,3.619638
2.528,4.049595
2.53,0.939906
2.532,0.0549945
2.534,0.879912
2.536,0.179982
2.538,4.819518
2.54,5.9044095
2.542,5.3044695
2.544,5.3644635
2.546,4.3245675
2.548,4.669533
2.55,5.5044495
2.552,5.1644835
2.554,2.69973
2.556,0.7749225
2.558,0.0349965
2.56,0.019998
2.562,1.629837
2.564,5.029497
2.566,5.6844315
2.568,2.669733
2.57,0.0049995
2.572,2.5447455
2.574,4.849515
2.576,5.4844515
2.578,4.449555
2.58,2.1747825
2.582,0.3549645
2.584,0.039996
2.586,0.009999
2.588,3.7146285
2.59,5.8044195
2.592,5.4944505
2.594,0.2249775
2.596,4.5945405
2.598,4.3045695
2.6,4.9445055
2.602,5.4944505
2.604,4.2445755
2.606,1.609839
2.608,0.0949905
2.61,0.159984
2.612,0.1349865
2.614,0.19998
2.616,2.079792
2.618,4.409559
2.62,4.919508
2.622,4.539546
2.624,4.449555
2.626,3.879612
2.628,4.9545045
2.63,3.5546445
2.632,1.3448655
2.634,0.139986
2.636,0.019998
2.638,0.009999
2.64,4.909509
2.642,5.779422
2.644,4.9445055
2.646,1.339866
2.648,0.0349965
2.65,1.1548845
2.652,5.249475
2.654,4.179582
2.656,0.4149585
2.658,0.139986
2.66,0.0149985
2.662,0.669933
2.664,2.679732
2.666,5.0144985
2.668,5.7144285
2.67,5.269473
2.672,2.1347865
2.674,3.1746825
2.676,4.6445355
2.678,5.439456
2.68,4.979502
2.682,2.6447355
2.684,-0.3849615
2.686,0.0049995
2.688,0.3249675
2.69,3.319668
2.692,5.6244375
2.694,5.739426
2.696,4.549545
2.698,1.749825
2.7,4.479552
2.702,5.139486
2.704,5.619438
2.706,4.189581
2.708,1.259874
2.71,-0.189981
2.712,0.0249975
2.714,0.009999
2.716,3.6646335
2.718,6.059394
2.72,5.5744425
2.722,5.0744925
2.724,4.709529
2.726,5.3144685
2.728,5.9944005
2.73,4.2245775
2.732,0.3649635
2.734,0.019998
2.736,0.019998
2.738,2.6947305
2.74,0.0449955
2.742,0.749925
2.744,5.559444
2.746,5.3844615
2.748,4.689531
2.75,5.3944605
2.752,5.7344265
2.754,3.809619
2.756,1.0348965
2.758,0.0349965
2.76,0.519948
2.762,2.859714
2.764,5.5644435
2.766,5.9644035
2.768,1.9548045
2.77,3.329667
2.772,4.569543
2.774,5.2044795
2.776,5.7844215
2.778,4.0745925
2.78,1.579842
2.782,0.0849915
2.784,0.4449555
2.786,1.959804
2.788,0.509949
2.79,6.0243975
2.792,4.529547
2.794,0.949905
2.796,4.479552
2.798,4.7245275
2.8,5.459454
2.802,4.9995
2.804,2.7547245
2.806,0.749925
2.808,0.0149985
2.81,0.0049995
2.812,2.709729
2.814,5.5444455
2.816,5.649435
2.818,1.5848415
2.82,3.4046595
2.822,4.3845615
2.824,4.9995
2.826,5.649435
2.828,4.249575
2.83,1.769823
2.832,0.019998
2.834,0.0249975
2.836,0.2249775
2.838,2.3847615
2.84,5.859414
2.842,4.6945305
2.844,1.139886
2.846,1.249875
2.848,4.4945505
2.85,5.219478
2.852,5.319468
2.854,3.539646
2.856,1.0748925
2.858,0.0449955
2.86,0.029997
2.862,0.2549745
2.864,4.039596
2.866,5.7944205
2.868,5.339466
2.87,4.709529
2.872,4.3445655
2.874,4.7645235
2.876,5.6744325
2.878,5.0644935
2.88,2.409759
2.882,0.0049995
2.884,0.029997
2.886,0.039996
2.888,0.6949305
2.89,3.9646035
2.892,4.549545
2.894,4.259574
2.896,3.8046195
2.898,3.519648
2.9,4.4645535
2.902,5.0944905
2.904,3.6146385
2.906,1.089891
2.908,0.059994
2.91,0.1449855
2.912,1.3948605
2.914,2.629737
2.916,1.409859
2.918,0.4149585
2.92,4.0345965
2.922,0.6149385
2.924,0
2.926,2.719728
2.928,2.459754
2.93,0.8749125
2.932,0.039996
2.934,0.0449955
2.936,0.089991
2.938,1.459854
2.94,6.2543745
2.942,5.7744225
2.944,5.3444655
2.946,4.789521
2.948,5.269473
2.95,5.949405
2.952,4.5845415
2.954,1.4548545
2.956,0.0549945
2.958,0.0449955
2.96,0.009999
2.962,0.0249975
2.964,0.0949905
2.966,0.4449555
2.968,0.119988
2.97,0.1449855
2.972,0.2949705
2.974,0.319968
2.976,0.019998
2.978,0.0149985
2.98,0.029997
2.982,-0.0049995
2.984,0.8549145
2.986,5.2344765
2.988,5.459454
2.99,4.8745125
2.992,4.3045695
2.994,4.1845815
2.996,5.2944705
2.998,5.2244775
3,2.1047895
3.002,0.029997
3.004,0.029997
3.006,0.0149985
3.008,1.2848715
3.01,5.019498
3.012,5.709429
3.014,5.659434
3.016,4.7345265
3.018,4.9245075
3.02,5.8844115
3.022,5.3544645
3.024,2.469753
3.026,0.0249975
3.028,0.029997
3.03,0.579942
3.032,4.609539
3.034,6.2143785
3.036,5.739426
3.038,5.2944705
3.04,4.709529
3.042,4.9545045
3.044,5.789421
3.046,4.929507
3.048,2.1047895
3.05,0.2849715
3.052,0.029997
3.054,0.0149985
3.056,2.289771
3.058,5.3944605
3.06,5.6744325
3.062,5.489451
3.064,4.679532
3.066,5.0544945
3.068,5.9644035
3.07,4.859514
3.072,2.0647935
3.074,0.0249975
3.076,0.129987
3.078,1.69983
3.08,4.9045095
3.082,5.0344965
3.084,1.4948505
3.086,5.189481
3.088,4.69953
3.09,5.1044895
3.092,5.6844315
3.094,4.359564
3.096,1.39986
3.098,0.009999
3.1,0.029997
3.102,2.069793
3.104,1.3848615
3.106,4.469553
3.108,1.5248475
3.11,4.189581
3.112,4.7445255
3.114,5.3244675
3.116,6.119388
3.118,4.3745625
3.12,1.5348465
3.122,0.029997
3.124,0.0249975
3.126,0.5449455
3.128,4.169583
3.13,3.8846115
3.132,5.669433
3.134,5.369463
3.136,4.969503
3.138,5.819418
3.14,5.629437
3.142,2.4947505
3.144,0.0449955
3.146,0.029997
3.148,0
3.15,3.7646235
3.152,6.3343665
3.154,6.0343965
3.156,3.0146985
3.158,4.379562
3.16,5.8844115
3.162,6.349365
3.164,3.5846415
3.166,0.1549845
3.168,0.019998
3.17,0.839916
3.172,3.5946405
3.174,6.819318
3.176,5.759424
3.178,5.989401
3.18,5.189481
3.182,6.0543945
3.184,5.9994
3.186,2.8147185
3.188,0.029997
3.19,0.0149985
3.192,-0.0049995
3.194,1.8248175
3.196,5.129487
3.198,6.229377
3.2,5.369463
3.202,4.939506
3.204,6.0743925
3.206,5.7144285
3.208,2.769723
3.21,0.2949705
3.212,0
3.214,0.1349865
3.216,0
3.218,6.5443455
3.22,5.779422
3.222,5.629437
3.224,4.4745525
3.226,5.5244475
3.228,5.9144085
3.23,3.9646035
3.232,1.2348765
3.234,0.0249975
3.236,0.009999
3.238,2.0247975
3.24,2.2247775
3.242,2.139786
3.244,4.949505
3.246,4.949505
3.248,4.8445155
3.25,5.7144285
3.252,5.2744725
3.254,2.719728
3.256,0.3749625
3.258,0.029997
3.26,0.369963
3.262,3.4946505
3.264,6.2643735
3.266,5.529447
3.268,5.2344765
3.27,4.339566
3.272,4.079592
3.274,5.1444855
3.276,4.8645135
3.278,1.979802
3.28,0.019998
3.282,0.019998
3.284,0.0149985
3.286,0.019998
3.288,1.9848015
3.29,4.7145285
3.292,5.039496
3.294,4.6645335
3.296,5.019498
3.298,5.69943
3.3,4.1745825
3.302,1.1548845
3.304,0.1149885
3.306,0.029997
3.308,0.009999
3.31,0.3649635
3.312,5.2744725
3.314,2.159784
3.316,5.3344665
3.318,4.7745225
3.32,5.59944
3.322,5.8744125
3.324,3.6346365
3.326,1.079892
3.328,0.0149985
3.33,0.0049995
3.332,1.9348065
3.334,5.4644535
3.336,6.0843915
3.338,5.629437
3.34,3.8546145
3.342,4.469553
3.344,6.0643935
3.346,4.8445155
3.348,1.1348865
3.35,0.039996
3.352,0.0149985
3.354,0.039996
3.356,0.0549945
3.358,5.9244075
3.36,4.9145085
3.362,5.349465
3.364,4.4245575
3.366,0.89991
3.368,5.2544745
3.37,0.0349965
3.372,0.0249975
3.374,0.0149985
3.376,1.19988
3.378,4.309569
3.38,5.8544145
3.382,6.1043895
3.384,5.459454
3.386,5.069493
3.388,5.749425
3.39,6.0643935
3.392,3.8446155
3.394,0.8349165
3.396,0.019998
3.398,0.249975
3.4,4.139586
3.402,5.8544145
3.404,4.559544
3.406,6.0143985
3.408,2.39976
3.41,5.5344465
3.412,6.389361
3.414,4.4545545
3.416,1.4148585
3.418,0.029997
3.42,0.019998
3.422,1.829817
3.424,6.309369
3.426,6.209379
3.428,5.629437
3.43,5.129487
3.432,5.2244775
3.434,5.9244075
3.436,3.089691
3.438,0.349965
3.44,0.0249975
3.442,0.0149985
3.444,0.1349865
3.446,3.3046695
3.448,1.1648835
3.45,0.369963
3.452,0.0149985
3.454,-0.019998
3.456,5.5344465
3.458,6.129387
3.46,3.7446255
3.462,0.1549845
3.464,0.0249975
3.466,0.0149985
3.468,0.009999
3.47,0.029997
3.472,0.0349965
3.474,0.039996
3.476,0.0749925
3.478,0.2049795
3.48,3.149685
3.482,2.8147185
3.484,0.129987
3.486,0.0249975
3.488,0.0249975
3.49,0
3.492,0.009999
3.494,4.969503
3.496,5.7244275
3.498,5.649435
3.5,4.2045795
3.502,0.6449355
3.504,5.639436
3.506,5.3544645
3.508,2.4347565
3.51,0.039996
3.512,0.1549845
3.514,0.0049995
3.516,0.0749925
3.518,1.479852
3.52,3.829617
3.522,1.729827
3.524,1.29987
3.526,3.49965
3.528,5.329467
3.53,4.569543
3.532,1.419858
3.534,0.029997
3.536,0.009999
3.538,0.059994
3.54,0.019998
3.542,1.889811
3.544,2.3347665
3.546,2.459754
3.548,2.579742
3.55,5.189481
3.552,5.7044295
3.554,3.509649
3.556,0.2849715
3.558,0.0149985
3.56,0.009999
3.562,0.009999
3.564,0.1049895
3.566,0.1049895
3.568,1.869813
3.57,3.4646535
3.572,0.139986
3.574,3.049695
3.576,5.419458
3.578,3.059694
3.58,0.739926
3.582,0.019998
3.584,-0.009999
3.586,3.949605
3.588,1.609839
3.59,0.119988
3.592,0.2249775
3.594,0.0649935
3.596,0.079992
3.598,0.049995
3.6,0
3.602,0.019998
3.604,0.019998
3.606,0.0149985
3.608,0.0049995
3.61,0.0349965
3.612,1.559844
3.614,5.8144185
3.616,5.449455
3.618,4.159584
3.62,3.9546045
3.622,4.769523
3.624,2.829717
3.626,0.649935
3.628,0.009999
3.63,0
3.632,0
3.634,0.019998
3.636,4.3545645
3.638,5.29947
3.64,4.9445055
3.642,5.7744225
3.644,6.2443755
3.646,3.5146485
3.648,0.029997
3.65,0.0449955
3.652,0.0049995
3.654,0.7549245
3.656,5.929407
3.658,4.8645135
3.66,0.3649635
3.662,0.8749125
3.664,0
3.666,0.259974
3.668,0.4049595
3.67,0.029997
3.672,0.039996
3.674,0.0249975
3.676,-0.0049995
3.678,0
3.68,-0.0049995
3.682,0
3.684,-0.009999
3.686,0.2049795
3.688,0.8849115
3.69,0.1249875
3.692,0
3.694,0.0149985
3.696,0.049995
3.698,0.0149985
3.7,0.029997
3.702,1.1348865
3.704,6.0343965
3.706,4.379562
3.708,0.5649435
3.71,2.6647335
3.712,4.139586
3.714,4.269573
3.716,2.8547145
3.718,0.909909
3.72,0.019998
3.722,0.0049995
3.724,0.0149985
3.726,3.9646035
3.728,5.839416
3.73,2.749725
3.732,3.829617
3.734,4.89951
3.736,5.829417
3.738,5.5144485
3.74,2.089791
3.742,0.1049895
3.744,0.029997
3.746,0.1549845
3.748,3.989601
3.75,5.839416
3.752,1.409859
3.754,0.959904
3.756,0.4149585
3.758,1.2048795
3.76,1.379862
3.762,2.9847015
3.764,0.6349365
3.766,0.0349965
3.768,0.019998
3.77,0.0349965
3.772,3.6846315
3.774,4.7945205
3.776,1.2848715
3.778,-0.0249975
3.78,-0.0349965
3.782,-0.0049995
3.784,0
3.786,0
3.788,0.019998
3.79,0.0349965
3.792,0.029997
3.794,0.049995
3.796,0.7249275
3.798,1.09989
3.8,5.319468
3.802,3.9346065
3.804,4.8045195
3.806,5.449455
3.808,5.5644435
3.81,2.629737
3.812,0.0249975
3.814,0.019998
3.816,1.579842
3.818,1.4348565
3.82,0.009999
3.822,3.4846515
3.824,5.4644535
3.826,4.9995
3.828,5.519448
3.83,6.29937
3.832,4.2945705
3.834,0.439956
3.836,0.019998
3.838,0
3.84,0.039996
3.842,0.059994
3.844,1.509849
3.846,1.989801
3.848,0.0549945
3.85,0.619938
3.852,1.2648735
3.854,0.0149985
3.856,0.0149985
3.858,0.019998
3.86,0.0049995
3.862,0
3.864,0.019998
3.866,0.009999
3.868,0.059994
3.87,0.029997
3.872,1.5148485
3.874,1.209879
3.876,0.2049795
3.878,0.0249975
3.88,0.029997
3.882,0.029997
3.884,0.1649835
3.886,4.859514
3.888,6.639336
3.89,5.839416
3.892,5.7944205
3.894,4.7545245
3.896,4.479552
3.898,1.839816
3.9,4.209579
3.902,1.3748625
3.904,0.019998
3.906,0.079992
3.908,0.0949905
3.91,2.9847015
3.912,6.1443855
3.914,4.6445355
3.916,4.269573
3.918,4.9545045
3.92,5.819418
3.922,5.589441
3.924,3.039696
3.926,0.4949505
3.928,0.029997
3.93,0
3.932,4.279572
3.934,6.4443555
3.936,5.789421
3.938,5.669433
3.94,4.3845615
3.942,1.9748025
3.944,5.809419
3.946,4.89951
3.948,2.1547845
3.95,0.0349965
3.952,0.0449955
3.954,-0.009999
3.956,2.1747825
3.958,5.359464
3.96,5.4944505
3.962,2.5247475
3.964,2.7147285
3.966,5.1744825
3.968,5.919408
3.97,4.619538
3.972,1.019898
3.974,0.029997
3.976,0.0249975
3.978,0.009999
3.98,0.009999
3.982,0.089991
3.984,5.609439
3.986,5.5744425
3.988,4.669533
3.99,5.389461
3.992,5.9544045
3.994,4.149585
3.996,1.3848615
3.998,0.009999
4,0.0049995
4.002,0.1049895
4.004,2.8547145
4.006,6.109389
4.008,5.779422
4.01,5.2044795
4.012,4.9845015
4.014,5.859414
4.016,5.529447
4.018,2.9847015
4.02,0.539946
4.022,0.0249975
4.024,-0.0049995
4.026,-0.009999
4.028,-0.019998
4.03,1.369863
4.032,-0.029997
4.034,0.319968
4.036,4.939506
4.038,-0.0049995
4.04,0.2549745
4.042,1.229877
4.044,0.009999
4.046,0
4.048,-0.009999
4.05,0.069993
4.052,2.539746
4.054,5.709429
4.056,5.2344765
4.058,3.9346065
4.06,5.0744925
4.062,4.739526
4.064,1.239876
4.066,0.049995
4.068,0.0349965
4.07,0.019998
4.072,0.009999
4.074,5.439456
4.076,6.0543945
4.078,4.959504
4.08,5.239476
4.082,6.3243675
4.084,5.2944705
4.086,2.0047995
4.088,0.039996
4.09,0.529947
4.092,1.7348265
4.094,1.959804
4.096,6.3443655
4.098,5.849415
4.1,5.4044595
4.102,3.549645
4.104,4.249575
4.106,5.619438
4.108,3.2146785
4.11,0.729927
4.112,0.0049995
4.114,-0.0049995
4.116,4.2845715
4.118,6.4143585
4.12,5.929407
4.122,5.5944405
4.124,4.8045195
4.126,5.0844915
4.128,6.3343665
4.13,4.309569
4.132,0.049995
4.134,0.039996
4.136,-0.0249975
4.138,0.679932
4.14,4.089591
4.142,6.1743825
4.144,5.6744325
4.146,5.289471
4.148,5.0044995
4.15,3.689631
4.152,3.09969
4.154,2.09979
4.156,0.0349965
4.158,0.039996
4.16,0.009999
4.162,4.2145785
4.164,6.2943705
4.166,1.349865
4.168,4.7045295
4.17,4.849515
4.172,5.4244575
4.174,6.2843715
4.176,4.389561
4.178,1.4848515
4.18,0.0149985
4.182,0.009999
4.184,0
4.186,0.5049495
4.188,1.989801
4.19,0.49995
4.192,0.3949605
4.194,1.3948605
4.196,1.4248575
4.198,0.619938
4.2,0.179982
4.202,0.1049895
4.204,0.019998
4.206,0.009999
4.208,4.3945605
4.21,6.3943605
4.212,2.779722
4.214,0.329967
4.216,4.1745825
4.218,5.929407
4.22,5.9944005
4.222,3.0646935
4.224,0.029997
4.226,0.0449955
4.228,-0.0049995
4.23,0.2249775
4.232,2.659734
4.234,5.289471
4.236,1.769823
4.238,1.6048395
4.24,5.8644135
4.242,6.029397
4.244,2.979702
4.246,0.0549945
4.248,0.0449955
4.25,0.0149985
4.252,0
4.254,1.749825
4.256,5.039496
4.258,5.269473
4.26,4.159584
4.262,6.029397
4.264,1.529847
4.266,2.119788
4.268,0.219978
4.27,0.029997
4.272,0
4.274,0.009999
4.276,0.729927
4.278,6.0643935
4.28,4.529547
4.282,1.5148485
4.284,6.4443555
4.286,4.3745625
4.288,0.029997
4.29,0.0249975
4.292,0.009999
4.294,0
4.296,-0.0049995
4.298,2.9547045
4.3,5.519448
4.302,5.2144785
4.304,4.19958
4.306,5.639436
4.308,4.089591
4.31,0.7149285
4.312,0.0349965
4.314,0
4.316,0.1249875
4.318,0.439956
4.32,6.089391
4.322,5.939406
4.324,2.409759
4.326,5.519448
4.328,6.3043695
4.33,4.569543
4.332,1.4748525
4.334,0.0149985
4.336,0.0049995
4.338,2.359764
4.34,6.449355
4.342,6.3143685
4.344,5.7144285
4.346,5.219478
4.348,5.5744425
4.35,6.089391
4.352,4.3645635
4.354,1.0148985
4.356,0.0149985
4.358,-0.0049995
4.36,0.109989
4.362,0.0149985
4.364,0
4.366,0.3349665
4.368,4.859514
4.37,5.219478
4.372,6.2143785
4.374,5.149485
4.376,1.3848615
4.378,0.029997
4.38,0.0849915
4.382,0.1649835
4.384,2.239776
4.386,6.4043595
4.388,5.9144085
4.39,3.2146785
4.392,-0.0149985
4.394,1.749825
4.396,4.319568
4.398,2.949705
4.4,0.5749425
4.402,0.029997
4.404,0.0049995
4.406,0.9649035
4.408,5.6144385
4.41,5.859414
4.412,5.879412
4.414,4.7445255
4.416,5.269473
4.418,6.259374
4.42,4.8445155
4.422,1.719828
4.424,0.0249975
4.426,0.0149985
4.428,-0.009999
4.43,0.2849715
4.432,2.6147385
4.434,3.6946305
4.436,2.069793
4.438,5.149485
4.44,5.9244075
4.442,5.289471
4.444,1.8748125
4.446,0.039996
4.448,0.029997
4.45,0.0749925
4.452,0.029997
4.454,0.029997
4.456,4.9145085
4.458,5.0744925
4.46,5.139486
4.462,6.3043695
4.464,6.149385
4.466,0.039996
4.468,0.0349965
4.47,0.0149985
4.472,0.009999
4.474,1.4448555
4.476,5.509449
4.478,0.8949105
4.48,-0.019998
4.482,0.29997
4.484,3.1846815
4.486,5.19948
4.488,1.79982
4.49,0.029997
4.492,0
4.494,0.159984
4.496,1.4348565
4.498,4.949505
4.5,3.0846915
4.502,2.19978
4.504,0.369963
4.506,2.1247875
4.508,1.9948005
4.51,0.1149885
4.512,0.0149985
4.514,0.0049995
4.516,0.09999
4.518,0.0849915
4.52,0.89991
4.522,2.1847815
4.524,0.0049995
4.526,0.009999
4.528,1.029897
4.53,2.0447955
4.532,0.2249775
4.534,0.0349965
4.536,0.0249975
4.538,0.0049995
4.54,1.8548145
4.542,4.9245075
4.544,2.0547945
4.546,0.0149985
4.548,0.0149985
4.55,0.189981
4.552,0.059994
4.554,0.0149985
4.556,0.0249975
4.558,0.009999
4.56,-0.0049995
4.562,0.0949905
4.564,0.5249475
4.566,5.809419
4.568,5.1344865
4.57,5.229477
4.572,6.089391
4.574,5.259474
4.576,2.0647935
4.578,0.0249975
4.58,0.0149985
4.582,0.019998
4.584,3.349665
4.586,6.289371
4.588,5.929407
4.59,4.7745225
4.592,3.949605
4.594,5.49945
4.596,5.859414
4.598,1.2748725
4.6,0.029997
4.602,0.029997
4.604,0.009999
4.606,0
4.608,6.709329
4.61,5.649435
4.612,0.3949605
4.614,4.459554
4.616,3.219678
4.618,5.9944005
4.62,4.7845215
4.622,1.789821
4.624,0.0449955
4.626,0.059994
4.628,1.969803
4.63,5.579442
4.632,5.9544045
4.634,5.5944405
4.636,5.159484
4.638,4.859514
4.64,5.729427
4.642,5.859414
4.644,1.569843
4.646,0.049995
4.648,0.0149985
4.65,0
4.652,4.489551
4.654,6.6643335
4.656,5.979402
4.658,2.9997
4.66,4.859514
4.662,5.4144585
4.664,6.2043795
4.666,4.669533
4.668,1.609839
4.67,0.029997
4.672,0.009999
4.674,2.2647735
4.676,6.2943705
4.678,6.3143685
4.68,5.819418
4.682,5.309469
4.684,5.069493
4.686,6.039396
4.688,4.639536
4.69,1.0948905
4.692,0.039996
4.694,0.029997
4.696,0.1049895
4.698,6.1343865
4.7,6.269373
4.702,6.189381
4.704,4.919508
4.706,5.4944505
4.708,6.409359
4.71,4.69953
4.712,1.579842
4.714,0.019998
4.716,-0.009999
4.718,-0.0149985
4.72,2.159784
4.722,4.229577
4.724,2.609739
4.726,5.1944805
4.728,5.179482
