Time t / s,Voltage U_1 / V
4.73,6.0143985
4.732,5.1144885
4.734,1.759824
4.736,0.119988
4.738,0.0249975
4.74,0.0049995
4.742,0.009999
4.744,-0.0049995
4.746,1.5748425
4.748,0.239976
4.75,1.49985
4.752,0.059994
4.754,0.039996
4.756,0.8349165
4.758,-0.0349965
4.76,0.0149985
4.762,0.2449755
4.764,2.5347465
4.766,6.329367
4.768,4.459554
4.77,1.2548745
4.772,0.9149085
4.774,2.09979
4.776,1.589841
4.778,0.509949
4.78,0.069993
4.782,0.029997
4.784,0.0049995
4.786,0
4.788,-0.009999
4.79,-0.0149985
4.792,-0.009999
4.794,-0.029997
4.796,0.119988
4.798,1.8448155
4.8,0.1349865
4.802,0.0049995
4.804,0.009999
4.806,0.309969
4.808,2.8747125
4.81,4.259574
4.812,0.4549545
4.814,0.7349265
4.816,0.3449655
4.818,0.829917
4.82,0.7049295
4.822,0.9949005
4.824,0.4649535
4.826,0.029997
4.828,0.039996
4.83,0.0249975
4.832,2.5547445
4.834,5.6044395
4.836,5.9844015
4.838,1.249875
4.84,4.0245975
4.842,4.6445355
4.844,5.4444555
4.846,5.989401
4.848,3.779622
4.85,0.0049995
4.852,0.029997
4.854,0.0349965
4.856,1.0048995
4.858,5.5344465
4.86,3.8746125
4.862,0.579942
4.864,0.4649535
4.866,1.5948405
4.868,2.3047695
4.87,2.029797
4.872,0.659934
4.874,0.059994
4.876,0.039996
4.878,0.019998
4.88,0.009999
4.882,0.019998
4.884,4.3845615
4.886,5.7444255
4.888,4.9145085
4.89,4.909509
4.892,5.909409
4.894,5.849415
4.896,2.879712
4.898,0.0349965
4.9,0.1849815
4.902,2.069793
4.904,4.8845115
4.906,6.489351
4.908,5.9144085
4.91,5.539446
4.912,4.889511
4.914,5.469453
4.916,5.9744025
4.918,4.3145685
4.92,1.329867
4.922,0.039996
4.924,0.0249975
4.926,0.0049995
4.928,4.439556
4.93,6.119388
4.932,5.809419
4.934,4.9245075
4.936,4.8945105
4.938,5.8144185
4.94,5.709429
4.942,2.929707
4.944,0.0149985
4.946,0.279972
4.948,0.0049995
4.95,0.779922
4.952,5.7044295
4.954,3.439656
4.956,5.0044995
4.958,2.849715
4.96,2.6947305
4.962,5.7444255
4.964,5.1944805
4.966,2.5447455
4.968,0.4849515
4.97,0.0249975
4.972,1.719828
4.974,4.819518
4.976,6.189381
4.978,5.8044195
4.98,1.4048595
4.982,3.659634
4.984,5.189481
4.986,6.049395
4.988,4.7545245
4.99,1.89981
4.992,0.0249975
4.994,0.0849915
4.996,1.8648135
4.998,5.339466
5,6.1943805
5.002,5.6044395
5.004,5.359464
5.006,4.609539
5.008,5.129487
5.01,5.7344265
5.012,4.489551
5.014,1.559844
5.016,0.019998
5.018,0.0049995
5.02,0
5.022,3.69963
5.024,5.9644035
5.026,5.539446
5.028,5.3144685
5.03,4.5945405
5.032,4.9045095
5.034,5.79942
5.036,5.009499
5.038,0.5249475
5.04,0.0249975
5.042,0.029997
5.044,-0.0049995
5.046,0
5.048,0.969903
5.05,4.5645435
5.052,1.2348765
5.054,4.7645235
5.056,4.859514
5.058,5.6744325
5.06,5.219478
5.062,2.3147685
5.064,0.1649835
5.066,0.029997
5.068,1.589841
5.07,1.7248275
5.072,4.619538
5.074,5.8344165
5.076,1.409859
5.078,3.6646335
5.08,5.149485
5.082,6.089391
5.084,4.989501
5.086,0.2349765
5.088,0.029997
5.09,0.049995
5.092,0.949905
5.094,5.519448
5.096,6.339366
5.098,4.519548
5.1,1.1548845
5.102,4.8245175
5.104,3.4846515
5.106,1.989801
5.108,3.049695
5.11,0.0349965
5.112,0.029997
5.114,0.009999
5.116,0.0249975
5.118,4.159584
5.12,6.0943905
5.122,1.6948305
5.124,2.5847415
5.126,4.949505
5.128,6.2043795
5.13,5.149485
5.132,0.4549545
5.134,0.019998
5.136,0.009999
5.138,0.689931
5.14,0.559944
5.142,6.469353
5.144,5.829417
5.146,4.459554
5.148,1.459854
5.15,6.049395
5.152,5.579442
5.154,2.279772
5.156,0
5.158,0.019998
5.16,0.029997
5.162,3.779622
5.164,6.5343465
5.166,6.1343865
5.168,5.319468
5.17,5.169483
5.172,6.1043895
5.174,5.7444255
5.176,1.029897
5.178,0.0349965
5.18,0.019998
5.182,0.0949905
5.184,-0.0049995
5.186,0.4549545
5.188,-0.0249975
5.19,0.1749825
5.192,2.09979
5.194,4.1845815
5.196,2.919708
5.198,1.7748225
5.2,0.459954
5.202,0.019998
5.204,0.0049995
5.206,2.5147485
5.208,5.9944005
5.21,6.0443955
5.212,2.3447655
5.214,-0.0249975
5.216,0.8349165
5.218,0.3649635
5.22,0.449955
5.222,1.829817
5.224,0.379962
5.226,0.029997
5.228,0
5.23,0.569943
5.232,0.4649535
5.234,2.7147285
5.236,-0.0149985
5.238,0.539946
5.24,4.6745325
5.242,4.7245275
5.244,1.069893
5.246,1.979802
5.248,0.0049995
5.25,0.0149985
5.252,0.009999
5.254,2.9547045
5.256,5.0744925
5.258,3.6346365
5.26,1.959804
5.262,1.469853
5.264,2.969703
5.266,3.729627
5.268,2.5947405
5.27,0.469953
5.272,0.029997
5.274,0.019998
5.276,0.09999
5.278,0.249975
5.28,1.09989
5.282,5.2944705
5.284,0.419958
5.286,4.9145085
5.288,5.8244175
5.29,5.749425
5.292,2.79972
5.294,0.0449955
5.296,0.019998
5.298,0.0049995
5.3,0.009999
5.302,0.029997
5.304,1.339866
5.306,1.19988
5.308,-0.0249975
5.31,0.8049195
5.312,1.569843
5.314,0.4949505
5.316,0.0149985
5.318,0.029997
5.32,0.0149985
5.322,0
5.324,0
5.326,1.5948405
5.328,1.959804
5.33,0.019998
5.332,0.7449255
5.334,1.839816
5.336,0.1249875
5.338,0.5149485
5.34,0.019998
5.342,0.0249975
5.344,-0.0049995
5.346,-0.009999
5.348,2.539746
5.35,3.869613
5.352,3.059694
5.354,5.0644935
5.356,5.879412
5.358,5.889411
5.36,1.8948105
5.362,0.0349965
5.364,0.0349965
5.366,0.589941
5.368,0.129987
5.37,5.889411
5.372,6.0143985
5.374,0.259974
5.376,3.0746925
5.378,5.8244175
5.38,6.369363
5.382,3.5646435
5.384,0.009999
5.386,0.0349965
5.388,0.0149985
5.39,1.989801
5.392,4.569543
5.394,1.179882
5.396,3.779622
5.398,5.0044995
5.4,3.989601
5.402,2.869713
5.404,2.829717
5.406,1.069893
5.408,0.019998
5.41,0.4049595
5.412,0.5349465
5.414,0.1149885
5.416,0.6249375
5.418,5.1544845
5.42,4.869513
5.422,4.9645035
5.424,6.029397
5.426,5.739426
5.428,2.439756
5.43,-0.569943
5.432,0.029997
5.434,0.0149985
5.436,0.089991
5.438,1.009899
5.44,1.729827
5.442,1.8448155
5.444,4.8745125
5.446,5.4544545
5.448,5.909409
5.45,4.1845815
5.452,0.779922
5.454,-0.229977
5.456,0.019998
5.458,0.029997
5.46,4.879512
5.462,6.049395
5.464,5.739426
5.466,4.9245075
5.468,4.869513
5.47,5.8644135
5.472,6.009399
5.474,2.959704
5.476,0.039996
5.478,0.39996
5.48,1.3348665
5.482,1.709829
5.484,6.4643535
5.486,5.9844015
5.488,5.459454
5.49,4.9045095
5.492,4.959504
5.494,5.5344465
5.496,4.6245375
5.498,1.469853
5.5,0.079992
5.502,0.039996
5.504,0.0049995
5.506,2.949705
5.508,3.8946105
5.51,5.4244575
5.512,5.059494
5.514,5.0244975
5.516,6.059394
5.518,5.969403
5.52,2.769723
5.522,-0.0849915
5.524,0.019998
5.526,-0.009999
5.528,-0.0049995
5.53,1.249875
5.532,5.5644435
5.534,4.219578
5.536,3.949605
5.538,2.969703
5.54,2.7747225
5.542,3.0646935
5.544,0.6449355
5.546,0.029997
5.548,0.0049995
5.55,-0.0149985
5.552,0.069993
5.554,0.479952
5.556,0.1349865
5.558,-0.029997
5.56,-0.0249975
5.562,0
5.564,0
5.566,0
5.568,0.0149985
5.57,0.6349365
5.572,4.029597
5.574,6.749325
5.576,6.359364
5.578,5.8644135
5.58,5.149485
5.582,5.629437
5.584,6.259374
5.586,4.159584
5.588,0.8049195
5.59,0.0249975
5.592,0
5.594,0
5.596,0
5.598,3.779622
5.6,5.7544245
5.602,5.2344765
5.604,5.879412
5.606,6.4543545
5.608,3.809619
5.61,0.4249575
5.612,0.149985
5.614,-0.0049995
5.616,-0.009999
5.618,0.0549945
5.62,1.579842
5.622,-0.0249975
5.624,0.459954
5.626,2.89971
5.628,2.4647535
5.63,0.5849415
5.632,0.0349965
5.634,0.029997
5.636,0.009999
5.638,0.0749925
5.64,1.8448155
5.642,3.3046695
5.644,2.479752
5.646,2.6047395
5.648,3.369663
5.65,1.3348665
5.652,1.8148185
5.654,0.3749625
5.656,0.0149985
5.658,0.0149985
5.66,-0.009999
5.662,1.629837
5.664,6.289371
5.666,0.2749725
5.668,5.0544945
5.67,5.049495
5.672,5.979402
5.674,5.539446
5.676,2.429757
5.678,0.019998
5.68,0.0249975
5.682,0.009999
5.684,2.759724
5.686,4.409559
5.688,3.0446955
5.69,4.3945605
5.692,2.8647135
5.694,4.459554
5.696,6.009399
5.698,3.5146485
5.7,0.6049395
5.702,0.0449955
5.704,1.559844
5.706,0.229977
5.708,6.19938
5.71,6.049395
5.712,6.0243975
5.714,4.8445155
5.716,5.379462
5.718,6.2643735
5.72,4.7945205
5.722,1.6848315
5.724,0.0349965
5.726,0.019998
5.728,0
5.73,2.49975
5.732,6.3443655
5.734,3.19968
5.736,0.6449355
5.738,1.519848
5.74,1.6948305
5.742,0.939906
5.744,0.159984
5.746,0.0149985
5.748,0.009999
5.75,0.0149985
5.752,0.009999
5.754,0.1849815
5.756,1.1148885
5.758,0.0449955
5.76,0.159984
5.762,0.219978
5.764,0.069993
5.766,0.0949905
5.768,0.0249975
5.77,0.029997
5.772,0.0249975
5.774,1.939806
5.776,6.459354
5.778,3.7446255
5.78,2.1147885
5.782,5.5644435
5.784,6.349365
5.786,4.809519
5.788,1.39986
5.79,0.019998
5.792,0.049995
5.794,0.009999
5.796,-0.019998
5.798,0.239976
5.8,0.2449755
5.802,0.759924
5.804,0.7849215
5.806,0.049995
5.808,0.2749725
5.81,0.0749925
5.812,0.029997
5.814,0.0049995
5.816,0.009999
5.818,-0.0049995
5.82,-0.0049995
5.822,-0.009999
5.824,1.149885
5.826,3.929607
5.828,3.469653
5.83,0.9649035
5.832,0.0149985
5.834,0.009999
5.836,0.029997
5.838,0.0249975
5.84,4.219578
5.842,2.3947605
5.844,0.189981
5.846,-0.0049995
5.848,5.269473
5.85,0.809919
5.852,0.0149985
5.854,0.0249975
5.856,0.039996
5.858,2.4347565
5.86,4.1645835
5.862,6.609339
5.864,5.9344065
5.866,5.729427
5.868,5.029497
5.87,5.879412
5.872,5.879412
5.874,2.8447155
5.876,0.029997
5.878,0.0249975
5.88,0.009999
5.882,3.5046495
5.884,5.9844015
5.886,5.259474
5.888,4.909509
5.89,4.9145085
5.892,5.7044295
5.894,6.1743825
5.896,3.8046195
5.898,0.429957
5.9,0.019998
5.902,0
5.904,0.1949805
5.906,6.669333
5.908,6.0743925
5.91,5.769423
5.912,4.889511
5.914,5.359464
5.916,6.1543845
5.918,4.1545845
5.92,0.0549945
5.922,0.029997
5.924,0.0149985
5.926,-0.009999
5.928,0.009999
5.93,0
5.932,-0.0249975
5.934,-0.0149985
5.936,0.2649735
5.938,0.539946
5.94,0.1449855
5.942,0.019998
5.944,0.009999
5.946,-0.009999
5.948,-0.009999
5.95,-0.029997
5.952,0.1449855
5.954,1.879812
5.956,0.769923
5.958,0.79992
5.96,2.0147985
5.962,1.889811
5.964,0.0749925
5.966,0.019998
5.968,0.029997
5.97,0.0249975
5.972,0.0149985
5.974,2.6347365
5.976,2.8347165
5.978,1.79982
5.98,2.929707
5.982,3.6546345
5.984,2.029797
5.986,0.259974
5.988,0.019998
5.99,0
5.992,0.029997
5.994,6.1343865
5.996,6.3143685
5.998,6.209379
6,0
6.002,5.7644235
6.004,6.6443355
6.006,4.1345865
6.008,0.049995
6.01,0.0449955
6.012,0.19998
6.014,0.4949505
6.016,1.0448955
6.018,2.109789
6.02,0.2249775
6.022,0.9749025
6.024,2.789721
6.026,1.6248375
6.028,0.059994
6.03,0.039996
6.032,0.0549945
6.034,1.889811
6.036,1.069893
6.038,0.09999
6.04,0.9649035
6.042,4.5345465
6.044,4.89951
6.046,4.279572
6.048,3.159684
6.05,0.5849415
6.052,0.0149985
6.054,0.359964
6.056,2.419758
6.058,1.8848115
6.06,6.449355
6.062,4.609539
6.064,2.549745
6.066,5.459454
6.068,6.1443855
6.07,4.759524
6.072,1.519848
6.074,0.029997
6.076,0.009999
6.078,0.0149985
6.08,4.5845415
6.082,6.289371
6.084,5.949405
6.086,5.1244875
6.088,5.5344465
6.09,6.5243475
6.092,4.759524
6.094,1.0448955
6.096,0.0449955
6.098,0.0449955
6.1,0.169983
6.102,0.2949705
6.104,0.759924
6.106,1.2748725
6.108,0.049995
6.11,0.5949405
6.112,0.979902
6.114,0
6.116,0.0049995
6.118,0.0149985
6.12,0
6.122,0.009999
6.124,0.7949205
6.126,0.769923
6.128,2.589741
6.13,1.0548945
6.132,1.629837
6.134,3.5746425
6.136,2.1147885
6.138,0.2349765
6.14,0.1149885
6.142,0.009999
6.144,-0.0049995
6.146,0.19998
6.148,4.559544
6.15,1.5948405
6.152,0.1049895
6.154,0.9849015
6.156,2.2447755
6.158,2.2147785
6.16,0.649935
6.162,0.0249975
6.164,0.009999
6.166,-0.0049995
6.168,0.0149985
6.17,0.0349965
6.172,-0.0049995
6.174,-0.039996
6.176,0.279972
6.178,0.679932
6.18,0.279972
6.182,0.0149985
6.184,0.0249975
6.186,0.019998
6.188,0
6.19,6.479352
6.192,6.309369
6.194,5.8144185
6.196,2.479752
6.198,5.3244675
6.2,6.2543745
6.202,5.189481
6.204,1.929807
6.206,0.0149985
6.208,0.009999
6.21,0
6.212,-0.009999
6.214,0.229977
6.216,0.3049695
6.218,0.0349965
6.22,0.7649235
6.222,1.689831
6.224,0.649935
6.226,0.0049995
6.228,0.029997
6.23,-0.0049995
6.232,-0.0149985
6.234,-0.0049995
6.236,0.089991
6.238,0.1549845
6.24,0.0149985
6.242,0.0249975
6.244,0.379962
6.246,1.5448455
6.248,0.109989
6.25,0.0149985
6.252,0.0549945
6.254,0.139986
6.256,1.3848615
6.258,3.229677
6.26,1.219878
6.262,0.8849115
6.264,1.0148985
6.266,1.659834
6.268,2.359764
6.27,1.0648935
6.272,0.1949805
6.274,0.0249975
6.276,-0.0049995
6.278,-0.0149985
6.28,0.2449755
6.282,2.349765
6.284,0.209979
6.286,1.0948905
6.288,2.189781
6.29,2.9247075
6.292,2.1847815
6.294,0.449955
6.296,0.019998
6.298,0.0349965
6.3,0.0449955
6.302,0.6549345
6.304,1.949805
6.306,2.9947005
6.308,3.3646635
6.31,0.2649735
6.312,0.5349465
6.314,2.719728
6.316,2.09979
6.318,0.129987
6.32,0.019998
6.322,-0.0049995
6.324,-0.0049995
6.326,-0.009999
6.328,0.2349765
6.33,0.0049995
6.332,0.09999
6.334,0.2749725
6.336,0.4349565
6.338,0.489951
6.34,0.1949805
6.342,0.0149985
6.344,0.019998
6.346,0.039996
6.348,1.6448355
6.35,6.09939
6.352,5.4744525
6.354,5.1244875
6.356,4.669533
6.358,5.489451
6.36,4.7245275
6.362,2.19978
6.364,0.3049695
6.366,-0.1049895
6.368,0
6.37,-0.009999
6.372,0.009999
6.374,4.6445355
6.376,5.6244375
6.378,4.7845215
6.38,3.719628
6.382,5.5844415
6.384,5.969403
6.386,3.3046695
6.388,-0.0849915
6.39,0.039996
6.392,0.0249975
6.394,1.229877
6.396,4.4245575
6.398,1.59984
6.4,5.4344565
6.402,5.0744925
6.404,4.8145185
6.406,5.619438
6.408,5.439456
6.41,2.189781
6.412,0.029997
6.414,0.4449555
6.416,0.2449755
6.418,0.039996
6.42,4.759524
6.422,1.329867
6.424,4.4545545
6.426,4.669533
6.428,2.329767
6.43,2.7947205
6.432,3.009699
6.434,1.3248675
6.436,0.1949805
6.438,0.009999
6.44,0.0549945
6.442,1.439856
6.444,5.659434
6.446,4.5745425
6.448,0.7249275
6.45,0.449955
6.452,0.679932
6.454,2.609739
6.456,2.869713
6.458,0.529947
6.46,0.3949605
6.462,0.029997
6.464,0.019998
6.466,1.9998
6.468,0.69993
6.47,1.8748125
6.472,2.4847515
6.474,0.2949705
6.476,3.9146085
6.478,4.349565
6.48,0
6.482,0.1649835
6.484,0.249975
6.486,0.0249975
6.488,0.0349965
6.49,0.0449955
6.492,1.129887
6.494,4.729527
6.496,5.669433
6.498,3.529647
6.5,0.3149685
6.502,1.89981
6.504,4.429557
6.506,5.149485
6.508,5.0944905
6.51,3.249675
6.512,0.779922
6.514,0.039996
6.516,0.0249975
6.518,0
6.52,0.0149985
6.522,4.9845015
6.524,4.959504
6.526,0.19998
6.528,0.249975
6.53,2.1547845
6.532,0.2149785
6.534,0.0849915
6.536,0.029997
6.538,0.059994
6.54,0.0049995
6.542,0.009999
6.544,-0.0049995
6.546,-0.0049995
6.548,1.49985
6.55,3.639636
6.552,3.889611
6.554,3.7946205
6.556,3.2246775
6.558,3.269673
6.56,3.969603
6.562,4.3445655
6.564,3.29967
6.566,1.449855
6.568,0.189981
6.57,0.029997
6.572,0
6.574,-0.0149985
6.576,4.629537
6.578,5.3144685
6.58,4.769523
6.582,4.5045495
6.584,4.179582
6.586,3.7946205
6.588,4.2445755
6.59,4.79952
6.592,4.3745625
6.594,2.6547345
6.596,0.8849115
6.598,0.029997
6.6,0.019998
6.602,1.149885
6.604,0.9049095
6.606,3.1846815
6.608,4.839516
6.61,4.449555
6.612,4.4445555
6.614,3.809619
6.616,3.6646335
6.618,4.129587
6.62,4.7445255
6.622,4.409559
6.624,2.559744
6.626,0.979902
6.628,0.029997
6.63,0.1649835
6.632,1.289871
6.634,2.559744
6.636,4.0545945
6.638,3.5046495
6.64,1.4148585
6.642,4.229577
6.644,3.9846015
6.646,3.5146485
6.648,3.7146285
6.65,4.2545745
6.652,4.459554
6.654,3.509649
6.656,1.5748425
6.658,0.269973
6.66,0.019998
6.662,0.0249975
6.664,0
6.666,2.6447355
6.668,4.2945705
6.67,4.389561
6.672,4.1945805
6.674,3.9946005
6.676,3.9246075
6.678,3.3346665
6.68,3.509649
6.682,4.0145985
6.684,4.3745625
6.686,3.7746225
6.688,2.229777
6.69,0.7949205
6.692,0.0249975
6.694,0.0249975
6.696,0.009999
6.698,1.249875
6.7,2.729727
6.702,2.6547345
6.704,0.9849015
6.706,0.9049095
6.708,3.269673
6.71,3.4346565
6.712,3.19968
6.714,3.4546545
6.716,3.959604
6.718,4.229577
6.72,1.3748625
6.722,1.969803
6.724,0.4049595
6.726,0.0349965
6.728,0.239976
6.73,0.8049195
6.732,1.3148685
6.734,1.8148185
6.736,3.8946105
6.738,3.959604
6.74,3.69963
6.742,3.429657
6.744,3.339666
6.746,3.09969
6.748,3.0446955
6.75,3.3346665
6.752,3.779622
6.754,3.869613
6.756,3.029697
6.758,1.7348265
6.76,0.2549745
6.762,-0.0749925
6.764,0.0149985
6.766,0.3149685
6.768,0.019998
6.77,2.459754
6.772,3.479652
6.774,1.619838
6.776,1.7148285
6.778,3.059694
6.78,3.079692
6.782,2.9747025
6.784,2.759724
6.786,2.8847115
6.788,3.0046995
6.79,3.259674
6.792,3.229677
6.794,2.4047595
6.796,1.349865
6.798,0.3349665
6.8,-0.0149985
6.802,0.09999
6.804,0.039996
6.806,0.959904
6.808,2.2047795
6.81,3.2746725
6.812,2.469753
6.814,3.239676
6.816,2.979702
6.818,3.1746825
6.82,2.9547045
6.822,2.4947505
6.824,2.4147585
6.826,2.6947305
6.828,3.139686
6.83,3.359664
6.832,3.249675
6.834,2.389761
6.836,1.329867
6.838,0.4649535
6.84,-0.009999
6.842,0.049995
6.844,0.4349565
6.846,0.819918
6.848,1.4748525
6.85,1.6548345
6.852,1.049895
6.854,0.8249175
6.856,2.7447255
6.858,2.3447655
6.86,2.889711
6.862,2.949705
6.864,2.519748
6.866,2.469753
6.868,2.6347365
6.87,2.919708
6.872,3.2146785
6.874,3.209679
6.876,2.6947305
6.878,1.8348165
6.88,1.0248975
6.882,0.379962
6.884,0.009999
6.886,0.1549845
6.888,0.159984
6.89,0.579942
6.892,1.439856
6.894,2.169783
6.896,2.829717
6.898,3.089691
6.9,2.8747125
6.902,2.659734
6.904,2.6447355
6.906,2.709729
6.908,2.59974
6.91,2.249775
6.912,2.209779
6.914,2.3147685
6.916,2.569743
6.918,2.6747325
6.92,2.989701
6.922,2.7347265
6.924,1.9848015
6.926,1.3548645
6.928,0.589941
6.93,0.0049995
6.932,0.029997
6.934,0.1149885
6.936,0.09999
6.938,0.4749525
6.94,1.129887
6.942,1.5748425
6.944,1.489851
6.946,2.0347965
6.948,2.4047595
6.95,2.0447955
6.952,2.4247575
6.954,2.3347665
6.956,2.4747525
6.958,2.3847615
6.96,2.079792
6.962,2.0047995
6.964,2.069793
6.966,2.189781
6.968,2.189781
6.97,2.449755
6.972,2.609739
6.974,2.2747725
6.976,1.889811
6.978,1.2448755
6.98,0.709929
6.982,0.279972
6.984,-0.029997
6.986,0.029997
6.988,0.2249775
6.99,0.4649535
6.992,0.4849515
6.994,0.509949
6.996,1.39986
6.998,2.069793
7,2.4447555
7.002,1.589841
7.004,2.4047595
7.006,1.6348365
7.008,1.509849
7.01,2.1447855
7.012,2.1047895
7.014,1.479852
7.016,1.879812
7.018,1.7748225
7.02,1.779822
7.022,1.879812
7.024,1.579842
7.026,0.9749025
7.028,1.7248275
7.03,1.789821
7.032,1.1148885
7.034,1.419858
7.036,1.0648935
7.038,0.7049295
7.04,0.519948
7.042,0.119988
7.044,0.009999
7.046,0.009999
7.048,0.179982
7.05,0.0349965
7.052,0.5049495
7.054,0.7549245
7.056,1.0448955
7.058,1.459854
7.06,1.8648135
7.062,2.1647835
7.064,2.309769
7.066,2.259774
7.068,2.1147885
7.07,1.9948005
7.072,1.909809
7.074,1.889811
7.076,1.9148085
7.078,1.859814
7.08,1.689831
7.082,1.5748425
7.084,1.559844
7.086,1.59984
7.088,1.6848315
7.09,1.79982
7.092,1.9248075
7.094,2.0347965
7.096,2.069793
7.098,1.9998
7.1,1.7648235
7.102,1.419858
7.104,1.039896
7.106,0.7149285
7.108,0.439956
7.11,0
7.112,-0.009999
7.114,-0.0249975
7.116,0.0649935
7.118,0.1749825
7.12,0.2549745
7.122,0.349965
7.124,0.5749425
7.126,0.779922
7.128,1.0348965
7.13,1.319868
7.132,1.5848415
7.134,1.779822
7.136,1.879812
7.138,1.8748125
7.14,1.809819
